"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
9.884,9.98,6.716,6.332,6.044,6.236,6.236,9.884,11.804,9.308,11.036,10.172,8.54,6.236,6.236,7.196,8.348,11.228,10.268,9.404,7.196,7.964,8.156,11.036,10.268,7.004,6.524,7.1,8.06,8.54,8.348,7.58,8.444,10.844,11.324,7.868,7.292,8.06,11.036,10.46,7.772,6.332,10.46,12.476,9.692,9.212,9.404,9.884,10.172,9.884,8.732,9.5,9.788,10.172,9.98,9.98,9.404,7.388,9.692,9.884
9.788,9.788,9.884,8.06,7.292,9.596,12.668,11.228,7.292,6.044,9.02,9.98,10.652,10.364,10.268,7.004,6.236,11.132,11.612,13.244,10.748,8.348,7.1,8.06,7.772,7.484,7.004,7.388,9.404,10.172,10.268,10.268,7.484,5.66,8.348,10.268,11.804,9.884,6.14,6.236,7.484,9.884,9.884,7.292,6.812,9.404,11.324,9.404,10.652,9.884,8.732,8.252,7.964,7.196,9.404,12.092,9.788,6.332,6.428,9.596
10.844,8.348,9.02,7.868,7.964,7.388,11.228,11.228,6.812,6.236,9.5,10.748,10.748,9.98,10.268,9.404,9.404,8.636,7.484,7.004,6.716,6.716,7.868,7.58,6.332,8.444,7.868,8.156,6.62,11.228,9.884,9.5,8.156,8.444,10.652,9.884,9.884,10.172,9.404,6.812,6.716,10.172,11.804,9.884,10.556,8.252,8.348,6.524,6.524,6.428,6.044,8.06,11.036,9.98,9.308,6.428,6.332,6.428,10.076,11.612
9.884,9.308,9.02,6.812,8.06,7.868,7.196,10.364,11.324,7.772,7.772,6.908,6.14,6.332,9.788,11.228,8.252,7.58,6.428,7.1,7.004,7.004,6.62,9.5,9.884,9.884,9.884,9.98,8.156,6.044,10.94,10.844,10.172,10.172,9.692,9.98,7.676,7.676,8.252,11.132,9.692,10.076,11.42,9.5,8.444,7.484,6.524,8.54,9.98,10.652,10.844,7.58,6.044,6.524,9.404,10.172,9.404,8.444,6.428,6.428
10.844,10.94,10.94,11.324,11.324,11.324,9.884,6.716,6.332,8.732,12.572,10.844,10.652,9.884,7.004,7.1,8.924,8.348,8.732,7.772,7.484,11.612,11.132,10.844,10.94,8.444,6.812,8.06,9.212,7.1,6.62,8.732,14.012,11.612,11.132,9.884,7.292,6.524,7.964,12.092,10.076,5.852,6.044,7.964,8.636,10.172,8.156,8.444,10.076,9.884,7.58,6.428,9.212,14.972,9.5,6.14,6.236,9.212,10.076,9.98
9.788,9.5,9.308,11.228,8.54,8.444,8.252,6.908,8.636,9.212,10.748,11.228,9.884,9.98,7.292,5.948,7.196,6.62,8.06,11.42,10.652,10.364,10.748,6.524,6.428,6.044,7.292,10.172,10.844,10.172,7.484,6.332,7.58,6.428,8.732,9.212,9.116,7.772,9.308,11.132,9.884,5.66,6.236,8.252,9.692,11.132,10.268,11.42,10.076,7.484,6.716,9.692,12.956,11.804,10.364,7.964,6.428,9.692,14.876,11.996
9.788,9.884,10.076,8.54,8.828,9.884,10.076,9.98,9.116,9.884,11.42,10.364,8.252,7.292,7.964,9.98,14.78,12.572,10.748,9.98,8.924,8.156,7.676,7.484,7.58,7.484,9.788,11.708,9.884,6.332,6.716,6.716,6.908,7.1,7.292,10.652,11.42,12.572,9.98,8.156,7.964,7.964,7.868,10.748,15.068,11.036,9.98,9.884,9.5,9.5,10.172,7.484,6.14,8.06,9.02,8.924,9.404,10.748,10.94,9.5
10.364,9.788,9.788,9.692,8.924,6.716,6.524,10.364,10.844,6.62,5.66,6.524,6.428,8.156,6.332,9.884,11.132,11.42,7.388,6.044,8.636,9.404,9.5,10.268,10.172,10.748,9.98,6.812,6.332,9.884,11.228,9.212,9.692,10.748,10.748,7.004,6.428,10.748,9.884,7.58,6.524,9.692,10.076,11.996,10.652,14.588,12.956,8.444,6.812,6.236,6.62,9.98,11.42,9.884,9.212,6.428,7.004,6.908,7.004,8.828
9.788,10.172,9.788,10.076,7.868,6.62,8.348,12.38,12.092,10.748,10.076,9.02,8.06,9.404,11.036,11.612,9.692,7.772,7.196,11.612,11.324,11.132,7.964,6.716,7.292,11.132,12.476,11.036,9.98,8.06,8.444,9.884,9.212,9.788,9.788,10.268,10.748,10.556,7.964,6.428,10.076,10.46,10.268,11.804,9.884,9.884,9.308,6.716,7.292,8.06,10.652,14.972,13.724,11.132,9.788,8.828,6.524,7.484,7.58,9.884
8.156,9.98,11.228,11.036,8.156,8.06,7.964,9.308,9.404,7.964,6.524,8.252,7.868,7.964,11.516,9.98,5.66,6.044,6.908,9.884,11.612,9.98,6.236,6.236,6.236,8.444,10.94,10.364,7.004,7.196,7.964,10.076,9.308,8.54,9.884,10.076,10.076,10.172,10.076,9.404,10.076,8.348,8.156,7.964,9.884,12.956,12.476,11.804,9.596,6.044,5.948,7.772,7.58,7.484,9.5,9.884,7.964,7.1,6.62,8.924
10.268,11.9,9.692,7.292,7.484,7.964,9.02,11.132,10.076,7.1,6.14,8.06,9.98,9.788,9.116,6.236,6.044,8.156,9.98,10.46,9.212,9.884,9.596,9.5,9.596,8.06,7.868,7.964,9.596,10.268,10.748,8.252,7.868,9.5,9.884,7.868,8.348,11.996,11.42,10.268,6.044,6.236,6.908,8.348,7.292,6.428,9.884,10.172,9.308,7.58,7.1,9.5,9.884,10.172,9.404,9.308,10.46,10.268,7.1,6.428
8.444,6.812,9.308,9.788,9.884,6.716,6.716,6.332,8.54,9.404,7.292,6.812,9.404,9.98,9.98,8.828,8.54,9.404,9.98,11.228,10.844,11.228,7.388,5.852,7.1,6.908,6.524,11.132,11.804,12.86,10.076,9.692,7.964,6.812,8.06,8.444,8.828,10.076,10.076,7.196,6.332,6.716,7.484,7.292,9.116,11.996,10.076,9.788,7.1,6.908,7.772,11.228,11.804,9.884,8.348,7.292,8.924,8.924,9.404,9.98
7.58,9.404,10.94,10.364,6.332,6.332,6.14,8.156,7.676,7.004,9.98,10.172,9.404,9.5,9.692,9.98,8.06,7.676,7.004,8.06,12.38,11.324,9.02,6.812,6.428,6.044,6.044,9.98,11.324,10.652,6.62,6.236,10.076,9.98,9.404,7.58,7.388,8.06,9.788,11.516,9.404,5.948,6.236,10.076,11.324,9.884,6.332,6.428,6.428,9.116,11.228,10.364,9.884,6.716,6.812,9.212,11.612,9.98,9.884,9.308
9.788,9.692,10.268,8.444,7.388,7.196,9.308,11.612,11.804,11.9,9.884,11.228,9.884,6.236,6.62,6.812,9.5,11.324,11.324,11.516,9.5,9.5,8.156,8.06,10.172,11.036,11.516,7.868,7.1,9.98,9.884,6.908,7.484,7.004,7.58,6.812,9.5,11.42,9.884,9.116,9.884,8.732,10.364,9.884,6.716,6.716,6.236,9.5,9.308,7.196,7.196,9.692,9.212,6.62,6.524,11.804,12.476,8.54,6.524,7.004
9.404,10.172,6.524,6.14,8.252,9.308,9.788,10.076,8.156,9.116,9.884,8.636,7.868,6.236,9.884,10.364,8.444,10.268,10.364,10.364,10.652,11.612,8.924,6.044,6.812,11.516,12.956,10.172,9.98,7.58,5.66,7.1,7.484,6.908,8.252,6.812,6.236,8.348,9.692,9.788,8.924,7.676,9.404,11.42,10.844,9.98,9.212,9.5,9.212,7.1,6.812,6.428,6.332,10.268,12.476,11.804,10.172,6.332,6.236,7.196
8.54,8.252,6.044,5.948,6.716,10.364,9.884,9.212,8.06,8.54,7.196,6.62,6.716,9.212,8.156,9.98,11.324,10.268,6.044,5.948,6.428,7.484,11.036,10.844,6.428,6.044,7.772,7.484,11.324,13.34,10.844,7.292,6.044,8.348,10.076,10.172,9.788,9.884,8.252,7.964,9.98,12.668,11.42,10.748,6.62,6.62,8.732,7.868,7.292,8.444,10.748,10.748,10.748,10.364,10.268,9.692,9.788,9.788,8.252,6.812
10.652,9.5,8.828,9.308,10.94,14.204,10.94,8.252,7.676,7.58,11.132,9.308,6.044,6.236,7.1,6.908,6.812,6.524,6.044,9.884,9.98,9.884,7.484,7.004,9.692,9.692,10.556,11.516,9.884,7.1,6.044,9.98,10.268,11.324,8.54,7.58,7.196,7.58,9.5,7.1,6.236,6.908,8.252,6.812,6.716,10.94,11.036,8.252,9.5,8.444,7.772,9.98,6.716,6.428,6.524,9.308,9.308,8.252,6.716,6.716
10.364,10.748,10.748,10.844,10.94,7.868,9.02,11.804,10.844,7.388,6.812,9.788,9.788,6.908,6.62,8.156,10.076,9.98,9.884,6.62,6.14,9.404,11.228,9.212,6.332,7.868,9.788,9.788,6.908,6.236,10.652,11.036,11.036,10.364,6.812,6.14,6.428,7.676,7.58,10.076,11.324,9.788,8.444,8.156,9.116,10.46,11.228,8.444,6.62,6.236,11.324,10.748,8.924,9.5,9.596,10.94,10.748,8.156,7.484,7.484
9.884,10.94,10.364,7.676,7.868,8.06,7.484,7.004,9.5,11.516,9.98,10.172,8.732,8.252,9.788,9.98,10.076,10.076,7.58,6.428,8.444,11.036,10.652,7.196,6.908,10.556,10.556,6.908,5.948,6.812,10.076,11.228,9.5,9.788,9.98,9.884,9.308,7.772,7.196,7.004,8.06,9.884,10.748,9.404,6.812,6.716,6.428,9.98,9.98,7.484,6.428,7.964,11.708,11.324,11.036,10.748,10.652,9.212,8.828,8.444
8.348,7.196,6.62,10.076,10.652,7.868,5.66,7.868,10.076,10.94,9.212,7.772,8.156,8.444,6.62,6.62,8.636,11.132,10.46,9.212,9.404,8.252,7.58,7.196,9.788,9.788,9.788,9.98,6.524,5.66,6.332,6.524,8.252,10.748,9.884,9.596,10.268,10.652,11.42,10.364,11.036,9.212,8.252,10.076,9.884,7.484,7.292,7.388,10.076,11.228,10.364,8.54,7.484,7.58,7.388,8.156,10.076,10.46,9.116,9.884
8.828,9.308,10.94,11.516,12.86,8.348,7.292,7.676,9.308,9.5,9.116,8.444,8.444,9.596,9.308,8.252,7.964,7.292,6.812,6.908,9.98,11.036,9.884,9.884,9.98,6.62,6.044,6.14,6.236,7.58,9.884,10.844,10.076,6.524,6.428,6.332,7.196,9.884,11.516,11.516,9.5,9.596,10.46,9.212,7.58,7.484,9.98,12.476,13.436,11.228,9.5,10.172,10.364,10.94,8.348,8.444,7.196,6.332,10.076,9.692
11.036,11.132,10.268,7.388,7.964,11.228,9.98,9.308,6.812,8.924,10.172,10.076,8.636,8.156,6.524,5.948,7.004,9.98,11.516,11.228,10.652,8.348,6.14,6.332,6.332,10.748,12.956,10.748,8.348,6.236,6.908,8.156,12.476,12.956,12.764,11.708,10.748,8.444,7.004,7.484,7.292,10.748,11.612,9.692,9.308,9.5,9.98,10.076,8.252,6.524,6.62,7.388,11.612,11.132,10.844,7.868,6.908,7.58,9.884,11.516
9.308,10.268,11.804,9.788,7.292,7.58,8.252,11.228,11.612,9.308,6.428,6.524,7.388,7.292,9.404,10.46,11.132,8.636,7.964,7.58,11.804,10.652,11.612,9.884,7.964,8.06,11.036,9.692,8.732,8.54,8.156,8.444,11.804,10.172,5.756,6.428,8.924,12.092,10.172,6.524,6.428,10.076,11.228,9.308,6.428,6.812,11.42,13.052,10.076,8.828,8.54,8.252,8.444,7.388,6.812,7.292,9.788,11.708,12.38,10.076
8.924,9.5,9.212,7.292,6.812,7.868,10.076,11.036,9.5,11.612,10.076,6.332,6.428,11.132,11.132,9.884,8.348,8.252,7.004,6.428,10.076,10.268,9.884,8.06,6.044,6.044,7.964,9.5,9.116,7.868,7.868,8.636,7.868,8.06,8.156,9.5,9.116,7.58,7.484,7.292,7.004,6.908,9.02,9.788,11.132,10.268,9.98,11.612,9.98,7.58,7.004,7.196,6.812,9.98,10.844,9.884,6.332,6.332,8.924,9.404
8.348,9.596,11.036,10.076,10.076,9.788,9.308,9.116,9.5,9.884,9.98,9.98,10.94,11.036,9.308,8.54,11.804,8.444,7.388,6.716,8.348,9.884,8.348,6.332,6.428,6.524,6.524,10.076,11.612,11.036,8.444,7.676,6.908,9.404,9.5,8.06,7.772,10.748,11.708,7.868,6.524,7.964,11.324,11.42,7.58,6.716,9.404,11.228,11.036,9.212,6.524,7.004,10.94,11.036,10.364,9.5,7.292,7.292,7.868,7.868
10.076,9.692,6.812,9.308,9.788,11.324,9.5,7.292,6.044,6.62,9.5,10.844,11.324,11.228,9.98,9.692,7.676,6.428,6.428,6.332,9.884,10.364,9.98,6.524,6.332,9.5,10.748,10.94,9.98,9.884,10.94,8.06,6.332,7.868,9.98,8.156,7.292,11.036,11.036,8.444,6.14,7.004,8.252,11.036,10.94,8.924,6.716,7.772,11.036,11.036,9.884,7.868,6.332,6.524,6.716,9.5,9.5,11.036,11.42,11.516
9.308,8.732,7.868,7.58,7.484,7.58,10.076,11.612,7.484,6.044,7.1,10.076,11.42,9.404,10.076,10.46,9.884,8.06,5.66,7.964,11.324,9.884,9.404,9.5,9.884,8.348,8.348,9.116,8.444,10.172,8.348,6.908,7.772,8.732,11.42,10.748,9.884,6.908,6.14,10.46,8.252,6.332,6.524,6.524,6.524,6.62,6.716,6.716,6.716,7.868,9.98,9.5,9.788,10.076,11.228,10.076,6.908,6.332,7.964,12.092
9.98,10.364,8.924,6.14,6.524,7.868,7.58,11.708,11.132,10.556,9.404,6.428,6.716,7.004,7.196,7.58,7.58,8.444,10.076,11.132,8.252,7.868,8.348,8.348,8.924,6.812,9.212,11.324,10.652,8.732,6.044,7.388,7.484,9.692,11.228,11.228,10.076,9.5,6.524,6.14,6.044,8.06,8.156,7.292,7.196,9.404,10.556,10.268,9.212,9.692,9.788,9.884,9.98,9.884,7.772,6.044,7.964,12.38,11.132,8.636
9.5,9.884,8.636,8.06,6.524,9.884,9.98,8.828,7.868,6.716,6.716,7.292,6.332,8.924,9.884,10.268,7.484,6.044,7.1,8.06,11.42,11.804,7.58,6.14,7.1,10.172,9.884,7.484,6.044,6.812,9.5,9.404,11.036,11.132,11.516,7.292,8.444,9.98,11.132,7.964,6.812,10.076,11.612,11.036,8.252,6.236,6.236,8.348,9.116,9.212,10.268,10.268,9.212,10.172,11.132,9.5,6.332,6.332,6.62,9.788
9.404,9.404,7.388,6.62,9.308,10.172,9.98,9.596,9.98,7.388,6.332,6.716,6.524,6.524,10.46,10.172,10.364,7.196,6.62,9.308,9.404,9.884,11.516,12.476,8.348,7.868,7.868,7.868,7.772,10.748,15.068,9.5,6.14,6.236,9.308,9.308,7.292,8.156,9.98,9.98,7.868,7.868,6.62,9.212,7.676,7.964,7.964,7.58,7.292,9.884,7.292,7.1,7.58,7.1,10.268,7.1,7.004,9.98,9.788,9.5
10.46,9.404,6.908,8.732,11.324,10.748,6.812,6.14,6.812,9.308,9.98,9.98,10.748,10.748,11.132,11.324,8.252,6.812,7.868,8.156,10.076,11.804,9.884,9.5,6.812,6.236,6.236,8.156,10.844,9.884,8.444,8.252,10.172,11.612,10.268,7.388,6.14,8.252,11.42,9.788,7.868,7.196,6.332,6.332,6.62,9.884,9.404,8.924,9.596,10.172,12.38,7.58,6.332,6.524,11.228,12.476,10.652,8.252,6.428,6.524
8.252,9.5,8.06,7.1,9.404,10.268,7.772,6.812,12.668,14.876,10.748,6.716,7.292,8.636,9.212,8.636,7.484,6.14,8.54,7.388,7.292,9.884,10.844,9.884,8.06,6.044,7.1,7.388,9.884,10.844,10.076,7.292,7.772,10.364,9.308,7.676,6.716,7.196,7.868,8.156,11.324,14.972,12.956,8.828,8.06,8.444,10.268,8.732,8.444,9.5,7.196,6.524,10.652,10.268,6.428,6.044,6.716,7.196,9.98,10.268
9.788,10.748,10.94,11.612,10.364,8.924,8.828,8.06,8.252,6.14,7.868,9.308,14.876,13.436,8.252,5.948,8.252,10.076,9.98,10.076,11.036,7.772,7.676,6.716,7.292,7.964,9.884,10.844,10.268,8.252,9.404,6.62,10.076,13.148,11.708,11.228,11.612,9.116,9.98,10.268,10.076,6.812,6.524,9.212,8.828,8.06,7.58,11.708,11.612,9.596,9.98,10.076,7.1,6.14,6.716,7.004,8.444,8.732,9.884,8.252
6.812,6.812,9.884,9.692,9.404,9.884,11.132,10.844,9.788,9.884,6.332,6.236,9.98,10.748,10.748,9.116,6.908,6.62,7.772,8.924,12.38,11.516,9.5,6.236,6.812,9.884,11.42,11.036,8.348,7.004,6.044,6.428,9.98,11.324,9.5,9.884,7.484,6.428,7.292,11.132,11.228,9.116,9.98,10.268,6.908,6.716,10.076,10.844,9.5,9.5,6.716,9.212,10.076,10.172,10.268,9.884,6.716,7.292,10.844,10.748
8.156,7.868,9.5,10.844,10.748,10.652,9.692,6.716,6.044,7.004,9.692,10.268,9.404,8.348,10.172,10.268,10.076,7.484,7.292,9.5,10.076,9.884,9.884,8.348,6.908,6.14,7.964,11.516,12.956,14.3,12.668,8.348,6.524,7.004,10.748,11.612,11.324,7.1,8.636,10.844,10.652,11.516,9.212,9.788,9.788,9.98,8.828,9.308,10.172,10.748,7.772,9.308,9.5,6.812,6.428,7.388,6.428,9.5,11.612,10.268
9.308,9.884,9.98,6.332,6.332,7.964,9.212,7.868,9.884,11.036,8.636,7.772,8.156,10.172,10.844,9.884,7.58,7.196,8.348,11.036,10.748,6.812,6.428,6.332,6.332,10.748,11.132,9.788,6.332,6.332,10.748,10.268,7.868,8.06,8.636,10.652,10.364,7.388,7.772,9.308,9.308,8.252,6.428,6.524,10.268,10.268,10.172,6.908,6.524,9.116,10.172,10.076,7.484,8.06,9.98,10.172,9.884,9.404,9.788,9.884
10.076,10.94,11.42,9.308,8.444,9.884,11.228,11.516,11.804,9.5,8.06,9.212,8.444,8.348,8.252,7.868,7.388,7.484,9.308,11.036,11.036,7.964,9.116,10.172,10.556,7.964,5.66,7.292,11.804,9.884,10.076,7.196,7.1,6.908,9.884,12.86,9.308,7.868,8.444,7.484,7.388,10.844,7.484,6.524,7.484,9.884,11.612,9.116,9.404,7.004,6.236,7.1,7.004,12.092,11.132,6.236,6.236,7.772,7.484,10.076
9.404,10.268,9.308,6.716,6.62,8.636,9.404,9.788,9.884,8.348,6.908,9.404,8.06,7.388,11.612,11.42,10.94,10.748,11.132,8.06,6.044,6.812,7.196,7.58,6.524,8.06,8.06,11.324,12.764,8.54,8.54,9.404,9.98,11.516,11.228,10.268,10.748,6.908,6.14,10.94,12.572,8.444,7.868,7.1,11.42,11.036,6.524,6.14,9.404,9.308,11.324,9.884,6.62,6.236,8.732,9.5,8.252,8.156,6.908,12.188
10.076,11.324,9.884,8.252,7.868,8.06,10.076,13.436,10.94,7.964,6.716,6.044,10.076,9.884,9.788,7.58,6.524,8.348,11.132,10.268,9.5,9.98,7.868,7.388,7.292,9.98,11.324,9.788,10.076,10.076,10.46,7.388,5.66,6.332,6.716,6.524,6.332,8.54,10.46,11.804,8.444,8.444,6.62,7.388,12.38,12.956,9.5,8.06,7.292,9.98,8.252,8.348,7.1,5.948,5.756,8.252,9.5,9.404,7.58,6.14
9.98,9.308,7.292,7.1,8.252,7.1,6.812,6.524,6.332,6.332,9.02,9.308,9.404,8.252,8.156,6.716,8.156,8.06,6.716,11.036,11.036,7.964,7.484,8.252,8.828,8.156,7.388,7.388,6.62,6.62,10.46,10.46,10.076,6.62,6.524,6.14,6.428,6.524,6.524,6.812,7.484,6.812,8.828,9.116,9.5,9.98,11.516,9.884,10.364,10.172,11.228,8.828,6.716,8.06,8.348,10.844,9.788,9.404,7.676,7.772
8.348,9.98,10.748,9.116,9.02,8.924,8.06,8.156,10.748,14.972,12.38,10.268,10.844,9.5,7.292,6.14,7.196,6.62,6.236,10.172,11.42,10.076,8.828,6.524,7.196,6.812,10.652,9.5,7.196,7.292,10.364,9.692,9.308,9.308,7.58,7.58,8.252,8.444,8.444,9.308,8.252,9.884,10.268,9.404,6.236,6.332,7.1,6.812,7.484,11.804,12.956,12.38,11.132,9.5,10.652,8.828,9.308,8.444,6.332,6.236
7.772,7.772,11.324,10.364,10.94,10.748,9.98,9.116,7.58,7.58,10.652,11.612,8.54,8.636,8.156,8.348,10.364,11.132,9.596,8.348,7.484,7.292,8.828,10.844,10.844,9.98,11.228,10.172,7.868,6.236,11.132,9.404,8.924,8.924,9.5,9.308,8.156,7.868,11.036,9.884,6.14,6.428,7.484,6.812,7.676,9.404,9.98,10.364,8.06,6.716,9.308,9.116,9.788,9.212,8.54,7.964,7.388,11.996,11.036,6.812
9.404,8.348,7.004,8.444,7.292,6.716,7.196,6.716,6.524,11.324,14.588,9.884,6.236,5.66,7.772,8.924,10.268,9.98,9.884,9.212,8.252,9.5,10.652,11.804,9.5,6.428,7.004,6.332,7.196,9.404,11.324,11.804,9.98,9.98,8.924,10.076,8.156,7.484,7.484,7.772,8.06,9.884,10.652,9.308,11.228,8.444,7.868,7.868,10.652,9.884,9.404,10.94,9.788,8.156,7.58,7.292,7.196,7.196,9.116,10.268
9.404,8.924,8.54,8.348,7.58,8.156,10.268,12.668,9.308,7.292,8.06,9.404,9.788,11.036,7.868,6.812,11.132,11.516,8.156,10.364,11.42,11.324,7.292,6.044,7.196,6.812,6.62,8.54,10.844,11.036,9.02,7.484,6.812,9.884,10.844,10.076,11.324,7.964,8.828,7.292,6.332,6.332,8.54,10.268,11.516,8.156,9.5,12.956,11.036,10.652,10.748,6.812,6.044,6.716,7.676,10.748,11.708,7.292,6.14,6.812
10.076,10.172,8.348,7.004,6.236,6.236,9.788,9.98,9.5,10.268,11.708,10.364,10.076,8.54,9.788,10.172,9.308,7.1,6.62,7.58,6.62,9.884,10.076,9.308,6.812,6.524,6.236,6.524,6.812,6.236,6.044,7.484,8.156,10.652,10.94,9.404,6.812,8.924,10.748,10.172,9.884,9.212,8.636,9.788,10.268,9.884,10.076,7.484,6.044,7.964,10.844,9.98,9.98,10.076,8.156,6.428,6.14,6.044,8.348,10.748
9.884,10.172,8.636,7.772,8.348,11.516,11.036,7.1,6.524,6.044,9.5,10.172,9.5,9.308,9.884,10.46,10.172,10.172,10.748,8.252,8.924,8.252,7.868,5.948,10.94,10.94,7.196,6.044,6.236,8.06,10.364,9.308,9.5,9.596,9.308,6.908,7.388,8.06,9.5,12.86,12.476,11.708,11.036,11.228,7.58,6.332,8.252,10.748,10.172,7.004,7.196,11.804,15.068,9.404,9.5,8.444,8.924,7.868,7.58,10.94
9.98,9.404,7.292,7.292,9.596,11.516,14.588,11.516,6.236,6.236,9.212,9.98,9.404,9.308,9.308,9.98,12.956,8.252,7.292,8.156,7.868,7.484,8.636,9.404,9.5,9.98,10.748,9.404,6.908,7.196,11.708,11.036,10.076,6.428,6.236,9.308,9.884,9.5,8.348,7.964,9.308,11.132,10.076,8.348,7.292,7.292,7.868,9.98,10.46,7.964,6.14,10.076,11.036,12.188,9.98,9.788,8.348,7.388,7.388,10.076
10.172,8.636,7.676,8.156,8.252,10.172,9.308,7.484,7.196,8.54,15.068,11.324,10.556,8.06,7.58,6.044,8.252,11.132,11.036,6.62,6.62,6.62,6.236,8.348,10.94,10.268,10.076,9.404,9.884,9.98,9.98,9.98,8.156,7.484,7.484,9.692,11.228,11.228,7.196,6.236,7.1,6.62,10.748,11.804,9.98,9.308,7.772,6.332,10.652,9.884,7.388,7.004,8.156,7.868,6.62,6.428,6.428,9.404,12.764,10.844
9.5,10.364,9.884,9.884,9.884,6.812,6.044,6.14,8.06,10.076,9.98,9.308,9.308,8.252,9.308,10.268,9.98,9.212,9.308,9.308,6.62,6.044,9.404,11.132,11.42,8.348,9.788,9.884,9.884,10.268,9.5,6.332,6.524,7.292,6.428,7.868,10.46,10.268,8.444,8.636,7.868,8.252,10.94,10.364,8.252,7.676,7.58,6.716,8.924,9.404,9.404,10.076,9.884,8.828,8.924,8.348,9.98,11.132,11.036,10.076
8.06,7.196,9.98,10.076,7.676,6.332,8.924,10.076,10.268,7.772,7.964,10.076,14.396,12.956,8.156,8.06,9.884,13.916,9.404,9.404,9.308,9.116,9.98,9.884,9.212,8.732,7.964,7.388,7.484,9.116,8.924,8.444,7.772,7.772,7.58,7.484,9.884,11.228,8.828,6.812,8.348,7.1,7.1,9.884,10.076,9.692,7.292,6.812,7.1,6.716,6.332,7.868,9.788,11.612,10.076,6.428,6.236,11.612,11.612,9.884
10.844,11.132,11.036,8.348,6.524,6.524,6.524,9.212,9.212,9.404,9.884,9.308,9.5,11.036,10.076,6.62,6.716,7.868,8.252,8.348,7.196,6.812,9.98,11.804,11.804,11.708,10.364,11.612,9.884,9.212,9.5,9.692,7.868,7.1,7.676,7.196,9.884,10.652,11.228,11.516,9.98,7.676,6.044,7.196,7.196,9.5,9.212,7.964,9.308,11.516,10.844,6.62,7.196,9.884,10.652,9.596,9.404,9.308,8.636,10.268
10.748,9.308,8.156,9.308,12.38,9.884,8.828,7.292,7.1,7.004,6.812,6.62,10.364,10.364,8.444,6.908,7.388,6.812,6.236,9.308,11.132,10.364,11.516,10.076,6.044,6.14,7.484,10.172,9.788,6.62,7.964,8.252,10.556,9.788,9.212,8.252,7.292,6.62,8.636,9.308,8.444,6.332,9.404,11.324,9.884,9.692,10.076,9.692,7.868,9.308,11.324,9.98,9.596,7.772,9.404,14.108,10.172,7.292,7.868,8.156
8.924,9.404,9.884,7.388,6.14,6.428,8.06,9.5,11.804,10.94,9.404,7.772,7.772,8.444,12.86,10.748,10.076,8.06,6.044,6.716,8.636,8.348,7.292,7.388,9.5,10.364,9.884,11.036,9.5,10.268,7.868,7.676,7.388,8.252,9.788,10.748,9.884,7.292,6.62,8.924,9.788,9.884,9.308,6.62,8.156,10.748,11.42,9.884,10.172,8.444,7.868,7.196,6.236,6.716,8.06,6.62,8.06,8.156,11.516,11.804
9.404,9.884,6.908,6.14,6.812,9.404,12.956,11.036,9.884,5.852,6.332,7.388,6.812,9.5,11.036,11.132,8.348,7.388,8.348,9.884,8.444,8.348,7.1,7.868,9.308,7.868,8.06,10.844,11.516,9.788,7.58,7.484,9.404,10.748,10.268,10.172,7.004,6.62,6.716,6.908,8.54,8.828,9.212,9.884,10.172,9.404,7.868,6.524,10.172,9.884,8.54,9.308,9.404,7.292,6.524,8.156,11.036,10.652,10.076,10.076
9.212,10.076,10.748,9.98,8.156,7.292,9.116,9.98,10.844,10.076,6.812,6.428,10.748,11.804,9.98,10.172,9.884,9.884,9.212,8.348,8.636,7.964,7.58,9.692,9.788,7.964,7.772,9.308,9.98,9.308,7.772,7.964,7.58,9.788,7.58,6.524,7.292,7.1,11.324,10.364,8.444,7.772,8.348,9.884,9.308,7.772,10.652,10.844,11.132,9.308,7.004,7.004,7.292,8.924,9.5,10.076,9.692,9.788,7.868,6.332
10.556,11.324,12.188,10.556,7.1,7.196,10.076,10.076,10.172,11.228,9.788,6.812,6.332,10.652,10.076,9.308,6.812,6.044,8.636,8.348,8.252,7.292,8.828,10.46,11.228,8.252,6.524,6.524,11.996,9.116,6.62,8.06,7.196,7.1,6.62,9.5,14.588,12.956,8.732,7.868,6.812,10.268,9.98,9.404,6.524,6.428,6.14,8.348,7.58,9.212,9.884,10.364,8.156,7.1,6.428,6.62,7.1,6.908,7.1,6.812
10.076,10.844,9.212,6.428,6.62,6.62,10.748,10.652,9.788,8.252,6.812,6.812,9.5,9.308,8.828,6.236,7.196,10.844,9.788,8.732,8.732,8.54,8.444,8.06,7.772,8.252,11.036,10.076,6.62,6.044,9.116,12.476,10.94,8.252,8.252,7.964,7.772,7.292,6.524,8.252,7.484,8.732,9.98,10.364,8.252,7.484,6.812,8.444,12.956,10.844,10.172,10.076,7.196,6.14,9.692,9.5,8.924,7.388,6.812,7.292
