1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1815.821,1815.821,1393.845,1496.658,1496.658,1496.658,1393.845,1786.573,1815.821,1496.658,1285.862,1141.628,1815.821,1169.636,1141.628,1285.862,1145.295,1145.295,1144.013,1145.295,1558.08,1145.295,1145.295
